시도,연도,합계,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024
시도,연도,합계,합계,승용차,승합차,화물차,특수차,합계,승용차,승합차,화물차,특수차,합계,승용차,승합차,화물차,특수차,합계,승용차,승합차,화물차,특수차,합계,승용차,승합차,화물차,특수차
합계,사고[건],"848,951","175,581","136,878","10,463","27,063","1,177","169,672","132,440","9,923","26,081","1,228","165,754","129,709","10,664","24,233","1,148","169,359","131,921","11,815","24,409","1,214","168,585","130,774","12,146","24,464","1,201"
합계,사망[명],"10,481","2,334","1,410",165,721,38,"2,220","1,348",146,687,39,"2,011","1,199",144,630,38,"1,962","1,200",136,595,31,"1,954","1,202",129,594,29
합계,부상[명],"1,250,099","263,966","206,840","15,737","39,655","1,734","250,095","195,686","14,510","38,052","1,847","243,537","191,189","15,711","34,922","1,715","248,210","193,379","18,162","34,848","1,821","244,291","189,792","17,911","34,728","1,860"
합계,(중상자[명]),"227,542","50,650","37,716","3,567","8,981",386,"46,256","34,530","3,280","8,067",379,"42,654","31,819","3,278","7,244",313,"44,506","33,038","3,676","7,456",336,"43,476","32,315","3,735","7,080",346
서울,사고[건],"135,037","27,219","22,104","2,091","2,951",73,"26,176","21,199","2,086","2,819",72,"26,824","21,506","2,441","2,819",58,"27,511","21,939","2,698","2,809",65,"27,307","21,520","2,854","2,855",78
서울,사망[명],753,142,86,23,32,1,172,100,23,48,1,150,105,16,28,1,135,84,18,33,0,154,102,26,26,0
서울,부상[명],"185,491","37,787","31,024","2,805","3,863",95,"35,889","29,287","2,797","3,711",94,"37,080","30,093","3,208","3,688",91,"37,832","30,412","3,700","3,620",100,"36,903","29,345","3,868","3,587",103
서울,(중상자[명]),"31,165","6,752","5,267",641,823,21,"6,210","4,849",572,772,17,"6,002","4,674",628,683,17,"6,209","4,753",689,752,15,"5,992","4,540",762,671,19
부산,사고[건],"47,241","9,822","7,764",589,"1,342",127,"9,348","7,362",527,"1,318",141,"9,061","7,116",574,"1,243",128,"9,393","7,260",680,"1,307",146,"9,617","7,552",640,"1,288",137
부산,사망[명],381,75,51,7,14,3,82,51,10,20,1,77,43,10,23,1,69,32,7,28,2,78,47,8,22,1
부산,부상[명],"65,355","13,758","10,925",816,"1,855",162,"12,990","10,307",734,"1,747",202,"12,535","9,930",744,"1,679",182,"12,963","10,046",967,"1,726",224,"13,109","10,398",838,"1,679",194
부산,(중상자[명]),"14,432","3,217","2,431",257,489,40,"2,856","2,199",231,395,31,"2,783","2,061",235,447,40,"2,742","2,029",245,419,49,"2,834","2,150",224,421,39
대구,사고[건],"46,757","10,347","8,570",396,"1,343",38,"9,855","8,102",400,"1,311",42,"9,056","7,481",440,"1,111",24,"8,989","7,434",405,"1,110",40,"8,510","6,965",438,"1,068",39
대구,사망[명],339,85,61,5,19,0,64,47,5,12,0,51,39,1,10,1,71,48,5,17,1,68,40,4,23,1
대구,부상[명],"68,249","15,654","13,070",560,"1,969",55,"14,322","11,805",560,"1,895",62,"13,153","10,957",633,"1,525",38,"13,056","10,910",559,"1,532",55,"12,064","9,993",567,"1,451",53
대구,(중상자[명]),"11,304","2,576","2,058",125,384,9,"2,357","1,852",121,371,13,"2,148","1,728",145,264,11,"2,182","1,732",130,312,8,"2,041","1,649",128,256,8
인천,사고[건],"34,606","7,373","5,759",496,"1,033",85,"6,728","5,241",450,973,64,"6,707","5,276",440,919,72,"6,735","5,288",506,886,55,"7,063","5,398",611,984,70
인천,사망[명],349,70,43,5,22,0,78,44,6,23,5,77,47,6,22,2,58,40,4,13,1,66,41,6,16,3
인천,부상[명],"47,906","10,500","8,361",641,"1,384",114,"9,268","7,331",591,"1,267",79,"9,333","7,405",583,"1,256",89,"9,279","7,331",705,"1,173",70,"9,526","7,409",758,"1,271",88
인천,(중상자[명]),"7,733","1,891","1,431",147,291,22,"1,524","1,158",140,219,7,"1,360","1,028",100,220,12,"1,485","1,121",152,201,11,"1,473","1,087",159,212,15
광주,사고[건],"31,818","6,757","5,611",297,827,22,"6,547","5,462",254,807,24,"6,186","5,129",289,745,23,"6,155","5,130",303,703,19,"6,173","5,169",310,669,25
광주,사망[명],197,41,35,0,6,0,41,32,1,7,1,48,34,6,8,0,37,27,3,7,0,30,23,2,5,0
광주,부상[명],"49,450","11,079","9,224",504,"1,314",37,"10,134","8,487",373,"1,241",33,"9,484","7,930",405,"1,110",39,"9,427","7,912",457,"1,023",35,"9,326","7,801",497,993,35
광주,(중상자[명]),"4,766","1,066",858,52,150,6,961,765,55,138,3,900,704,58,136,2,911,727,60,121,3,928,737,84,104,3
대전,사고[건],"31,555","6,282","5,140",368,737,37,"6,142","5,053",293,763,33,"6,000","4,946",333,684,37,"6,462","5,358",365,709,30,"6,669","5,512",403,714,40
대전,사망[명],208,50,34,0,16,0,47,37,3,6,1,34,20,3,9,2,44,33,2,8,1,33,20,4,8,1
대전,부상[명],"46,213","9,437","7,802",533,"1,043",59,"9,017","7,467",402,"1,103",45,"8,740","7,236",494,960,50,"9,409","7,842",529,993,45,"9,610","7,931",628,979,72
대전,(중상자[명]),"6,618","1,489","1,161",127,185,16,"1,295","1,033",71,180,11,"1,187",937,93,147,10,"1,301","1,056",92,146,7,"1,346","1,070",106,159,11
울산,사고[건],"15,280","3,166","2,537",151,457,21,"3,107","2,478",166,429,34,"2,924","2,321",159,419,25,"3,071","2,403",182,452,34,"3,012","2,395",171,419,27
울산,사망[명],176,41,26,2,11,2,40,25,3,9,3,22,15,0,5,2,31,22,1,6,2,42,27,1,12,2
울산,부상[명],"21,875","4,636","3,714",222,672,28,"4,381","3,504",236,595,46,"4,268","3,358",246,628,36,"4,381","3,402",262,669,48,"4,209","3,355",246,571,37
울산,(중상자[명]),"4,996","1,071",835,64,164,8,"1,008",788,71,135,14,939,740,45,148,6,"1,035",802,57,167,9,943,747,55,135,6
세종,사고[건],"4,086",676,540,32,99,5,675,535,40,94,6,741,598,39,100,4,962,767,66,123,6,"1,032",793,77,156,6
세종,사망[명],44,4,2,0,2,0,13,2,7,4,0,11,7,0,4,0,10,4,0,6,0,6,3,0,3,0
세종,부상[명],"5,946",914,720,46,139,9,891,699,50,131,11,"1,092",863,62,160,7,"1,473","1,165",114,184,10,"1,576","1,214",101,253,8
세종,(중상자[명]),"1,096",246,200,16,27,3,237,175,22,33,7,195,153,18,24,0,240,188,18,33,1,178,131,12,35,0
경기,사고[건],"223,860","44,182","33,591","3,351","6,919",321,"44,640","34,141","3,190","6,976",333,"44,759","34,448","3,451","6,569",291,"45,457","34,663","3,859","6,628",307,"44,822","33,956","3,976","6,585",305
경기,사망[명],"2,015",458,284,42,122,10,416,265,33,110,8,401,232,40,122,7,370,221,41,106,2,370,228,31,106,5
경기,부상[명],"337,449","67,333","51,336","5,200","10,310",487,"67,206","51,315","4,873","10,507",511,"67,131","51,570","5,340","9,786",435,"68,539","51,946","6,274","9,886",433,"67,240","50,755","6,225","9,751",509
경기,(중상자[명]),"52,887","11,215","8,312","1,001","1,815",87,"10,641","7,886",910,"1,764",81,"10,062","7,430",953,"1,617",62,"10,681","7,779","1,175","1,665",62,"10,288","7,522","1,148","1,552",66
강원,사고[건],"29,057","6,339","4,974",287,"1,049",29,"5,976","4,637",274,"1,030",35,"5,852","4,592",294,926,40,"5,521","4,373",277,837,34,"5,369","4,268",250,825,26
강원,사망[명],531,98,55,8,35,0,119,63,4,52,0,107,67,7,33,0,113,72,3,33,5,94,66,2,25,1
강원,부상[명],"45,830","9,904","7,790",465,"1,597",52,"9,380","7,302",443,"1,576",59,"9,415","7,384",534,"1,427",70,"8,646","6,782",585,"1,236",43,"8,485","6,602",505,"1,298",80
강원,(중상자[명]),"9,114","2,059","1,539",122,385,13,"1,895","1,426",97,360,12,"1,718","1,297",94,311,16,"1,719","1,293",110,305,11,"1,723","1,329",97,267,30
충북,사고[건],"34,369","7,216","5,522",350,"1,276",68,"6,810","5,217",298,"1,225",70,"6,523","5,103",316,"1,043",61,"6,858","5,393",336,"1,049",80,"6,962","5,376",364,"1,158",64
충북,사망[명],582,137,80,12,40,5,115,58,5,45,7,112,66,5,39,2,118,76,10,30,2,100,57,3,34,6
충북,부상[명],"53,328","11,709","9,011",627,"1,965",106,"10,684","8,121",504,"1,931",128,"9,927","7,742",520,"1,572",93,"10,411","8,250",555,"1,481",125,"10,597","8,266",518,"1,725",88
충북,(중상자[명]),"10,751","2,524","1,804",135,556,29,"2,303","1,672",141,464,26,"1,972","1,433",130,389,20,"2,078","1,559",127,364,28,"1,874","1,388",120,350,16
충남,사고[건],"37,402","7,730","5,848",352,"1,461",69,"7,328","5,594",343,"1,340",51,"7,107","5,459",339,"1,248",61,"7,487","5,675",422,"1,322",68,"7,750","5,926",380,"1,385",59
충남,사망[명],908,201,125,12,62,2,202,140,8,52,2,173,106,13,50,4,152,103,6,42,1,180,108,11,60,1
충남,부상[명],"55,908","11,898","9,005",616,"2,180",97,"10,904","8,344",516,"1,968",76,"10,684","8,127",602,"1,850",105,"11,011","8,374",657,"1,877",103,"11,411","8,687",616,"2,018",90
충남,(중상자[명]),"12,592","2,910","2,072",159,657,22,"2,548","1,847",159,518,24,"2,258","1,647",131,460,20,"2,378","1,745",150,468,15,"2,498","1,785",146,547,20
전북,사고[건],"26,532","5,720","4,348",273,"1,063",36,"5,398","4,209",221,929,39,"4,986","3,852",239,862,33,"5,189","4,062",242,848,37,"5,239","4,026",277,899,37
전북,사망[명],742,186,101,10,69,6,135,76,8,50,1,141,83,9,47,2,136,87,8,40,1,144,85,6,51,2
전북,부상[명],"39,801","8,860","6,773",450,"1,554",83,"8,107","6,354",328,"1,364",61,"7,267","5,672",339,"1,216",40,"7,779","6,159",380,"1,186",54,"7,788","6,046",429,"1,257",56
전북,(중상자[명]),"8,335","1,908","1,356",93,443,16,"1,722","1,222",110,375,15,"1,463","1,044",84,327,8,"1,640","1,221",101,307,11,"1,602","1,171",102,323,6
전남,사고[건],"37,682","8,435","6,134",374,"1,859",68,"7,545","5,544",334,"1,613",54,"7,131","5,314",290,"1,451",76,"7,302","5,357",351,"1,531",63,"7,269","5,358",330,"1,517",64
전남,사망[명],892,212,128,7,76,1,193,108,9,76,0,142,80,4,54,4,180,95,6,79,0,165,95,9,61,0
전남,부상[명],"59,850","13,942","10,315",631,"2,895",101,"12,113","8,880",566,"2,577",90,"11,165","8,384",492,"2,169",120,"11,395","8,336",682,"2,275",102,"11,235","8,261",553,"2,327",94
전남,(중상자[명]),"10,266","2,338","1,568",132,619,19,"2,088","1,392",132,552,12,"1,953","1,362",115,458,18,"1,963","1,331",115,496,21,"1,924","1,321",118,462,23
경북,사고[건],"48,930","10,790","8,034",407,"2,266",83,"10,332","7,699",391,"2,125",117,"9,483","7,105",367,"1,911",100,"9,282","6,905",446,"1,843",88,"9,043","6,828",409,"1,713",93
경북,사망[명],"1,186",274,137,12,119,6,252,136,12,99,5,241,119,11,103,8,215,128,10,73,4,204,115,9,77,3
경북,부상[명],"73,321","16,453","12,276",671,"3,378",128,"15,528","11,722",561,"3,045",200,"14,349","10,787",597,"2,803",162,"13,788","10,221",754,"2,659",154,"13,203","10,040",591,"2,424",148
경북,(중상자[명]),"17,307","3,895","2,715",200,943,37,"3,634","2,563",169,841,61,"3,377","2,386",162,788,41,"3,189","2,222",191,743,33,"3,212","2,320",180,685,27
경남,사고[건],"46,967","9,944","7,584",486,"1,793",81,"9,278","6,950",456,"1,766",106,"8,926","6,750",465,"1,613",98,"9,558","7,228",497,"1,707",126,"9,261","6,996",491,"1,658",116
경남,사망[명],966,206,125,15,65,1,207,135,8,60,4,189,115,11,62,1,187,105,10,64,8,177,116,4,54,3
경남,부상[명],"66,743","14,510","11,086",710,"2,611",103,"13,264","9,955",675,"2,495",139,"12,557","9,581",615,"2,227",134,"13,566","10,197",709,"2,463",197,"12,846","9,676",735,"2,263",172
경남,(중상자[명]),"19,302","4,472","3,323",257,859,33,"3,946","2,885",216,801,44,"3,412","2,502",219,666,25,"3,778","2,743",213,773,49,"3,694","2,662",250,732,50
제주,사고[건],"17,772","3,583","2,818",163,588,14,"3,787","3,017",200,563,7,"3,488","2,713",188,570,17,"3,427","2,686",180,545,16,"3,487","2,736",165,571,15
제주,사망[명],212,54,37,5,11,1,44,29,1,14,0,35,21,2,11,1,36,23,2,10,1,43,29,3,11,0
제주,부상[명],"27,384","5,592","4,408",240,926,18,"6,017","4,806",301,899,11,"5,357","4,170",297,866,24,"5,255","4,094",273,865,23,"5,163","4,013",236,881,33
제주,(중상자[명]),"4,878","1,021",786,39,191,5,"1,031",818,63,149,1,925,693,68,159,5,975,737,51,184,3,926,706,44,169,7
주) 부상자수 = 중상자수 + 경상자수 + 부상신고자수,,,,,,,,,,,,,,,,,,,,,,,,,,,